iter	Logloss
116	0.06708059825
117	0.06692645184
118	0.06681770233
119	0.06670216312
120	0.06656390337
121	0.06637273241
122	0.06620278436
123	0.06603420779
124	0.06596471903
125	0.06590917716
126	0.06582950253
127	0.06574601129
128	0.06565633389
129	0.06552821067
130	0.06537484476
131	0.06524975289
132	0.06515339479
133	0.06503747259
134	0.06495423769
135	0.06481798357
136	0.06477425618
137	0.06464136503
138	0.06463052159
139	0.06450985956
140	0.06444681492
141	0.06431886443
142	0.06425119371
143	0.0642027448
144	0.06414139929
145	0.06408977085
146	0.0640198727
147	0.06394357588
148	0.06388268577
149	0.06381658755
150	0.06376819866
151	0.06370273326
152	0.06361582842
153	0.06349821595
154	0.0634229762
155	0.06328408351
156	0.06323184118
157	0.06314192479
158	0.06306188874
159	0.06300185247
160	0.06289153839
161	0.06285417694
162	0.0627158774
163	0.06267556979
164	0.0626473864
165	0.06264516588
166	0.06263811641
167	0.06259400478
168	0.06249858967
169	0.06241388899
170	0.06234999989
171	0.06234972888
172	0.06224968288
173	0.06217621819
174	0.06209209092
175	0.06199645431
176	0.0619494531
177	0.06190098895
178	0.06190094843
179	0.06186278771
180	0.06181208636
181	0.06176392784
182	0.06167944106
183	0.06158762259
184	0.06151387003
185	0.06150369113
186	0.06143831739
187	0.06140980284
188	0.06137307245
189	0.06133845287
190	0.06133365632
191	0.06127389382
192	0.06123290452
193	0.0611754039
194	0.06111030313
195	0.06107074067
196	0.06102550688
197	0.06100895
198	0.06089915695
199	0.06081122067
200	0.06078404788
201	0.06074601343
202	0.06071566234
203	0.06068725386
204	0.06065762912
205	0.06060968094
206	0.06054327026
207	0.06050245705
208	0.06045617637
209	0.06040225667
210	0.06036347324
211	0.06032342797
212	0.06027352564
213	0.06023712466
214	0.06017961301
215	0.06013039894
216	0.06013039849
217	0.06009386404
218	0.06006000595
219	0.06002688681
220	0.05995245806
221	0.05993057056
222	0.0598642586
223	0.05981460466
224	0.05977476827
225	0.05971045196
226	0.05963296515
227	0.05954749512
228	0.05951161121
229	0.0594632347
230	0.0593628373
231	0.05934810043
232	0.0593434067
233	0.05934340256
234	0.05930540031
235	0.05929046176
236	0.0592450404
237	0.0592049528
238	0.0591893323
239	0.05918933079
240	0.05915514554
241	0.0591551303
242	0.05915298925
243	0.05914827151
244	0.05914210605
245	0.05908856208
246	0.05898315704
247	0.05897825378
248	0.05889301527
249	0.05888108761
250	0.05880375076
251	0.05876517349
252	0.05875265972
253	0.05873487837
254	0.05870631835
255	0.05869997179
256	0.0586577299
257	0.05864964898
258	0.05863042736
259	0.05861365662
260	0.05856500215
261	0.05852011632
262	0.05845133265
263	0.05838915091
264	0.05834355496
265	0.05831051366
266	0.0582847417
267	0.05819126391
268	0.05817674617
269	0.05814117072
270	0.0581162693
271	0.05808595212
272	0.05806820437
273	0.05799601737
274	0.05797664205
275	0.05792280847
276	0.05792278663
277	0.05791280422
278	0.05789540683
279	0.05788191084
280	0.05785611994
281	0.0578513913
282	0.05784378373
283	0.0578437506
284	0.05784139767
285	0.0578141933
286	0.05780288654
287	0.05774201827
288	0.05773226919
289	0.05769822125
290	0.05769822008
291	0.05769821613
292	0.05768292267
293	0.05764970295
294	0.05759655956
295	0.05759654328
296	0.05756074662
297	0.05753425393
298	0.05751050553
299	0.05749021452
300	0.05742873685
301	0.05739488936
302	0.05736279713
303	0.05733522773
304	0.05728593778
305	0.05726522802
306	0.05719547755
307	0.05719547724
308	0.05717554617
309	0.05713362763
310	0.05708614516
311	0.05707127545
312	0.05706383954
313	0.05702136639
314	0.05696839712
315	0.05693792713
316	0.05692602496
317	0.05689603806
318	0.05685917896
319	0.05683495119
320	0.05681552495
321	0.05676931906
322	0.05674163475
323	0.05669363928
324	0.05665207386
325	0.05663071396
326	0.05663070258
327	0.05662893198
328	0.05662691552
329	0.05660307309
330	0.05656585571
331	0.05652976187
332	0.05652096775
333	0.05647997668
334	0.05646739049
335	0.05642321962
336	0.0563946215
337	0.05638082203
338	0.05635452233
339	0.05635448272
340	0.05634618254
341	0.05632697237
342	0.05630908511
343	0.05629206015
344	0.05627107252
345	0.0562477397
346	0.05620562031
347	0.05620561853
348	0.05618470462
349	0.0561795927
350	0.05613417975
351	0.05611041454
352	0.05609442822
353	0.05607699243
354	0.05605433986
355	0.05604160863
356	0.05602514392
357	0.05601849449
358	0.05599972777
359	0.05599811961
360	0.05597853084
361	0.05595100728
362	0.05594134757
363	0.05592287518
364	0.05590755761
365	0.05588682268
366	0.05583516328
367	0.05582080157
368	0.05580252764
369	0.05579273018
370	0.05576809113
371	0.05573261133
372	0.05571763381
373	0.05568919728
374	0.05565549173
375	0.05564355277
376	0.05563496796
377	0.05563029104
378	0.0556302805
379	0.0555918688
380	0.05558548391
381	0.05558406372
382	0.05556588553
383	0.05552466632
384	0.05550528932
385	0.05549625703
386	0.05545224152
387	0.05543547948
388	0.05542876639
389	0.05540408939
390	0.05540408069
391	0.05539833975
392	0.05539288505
393	0.05535699722
394	0.05535086658
395	0.05534390098
396	0.0553064736
397	0.05530085803
398	0.05526132059
399	0.0552300223
400	0.05521457603
401	0.05520413391
402	0.05519524342
403	0.05518043291
404	0.05516866929
405	0.05513665197
406	0.05509166526
407	0.05508174054
408	0.0550545881
409	0.05503668618
410	0.05503662601
411	0.05503662206
412	0.05503662206
413	0.05501689069
414	0.05500715241
415	0.05500236738
416	0.05497935873
417	0.05493532206
418	0.05491743911
419	0.05487655706
420	0.05487655706
421	0.05485749128
422	0.05485060082
423	0.05482582987
424	0.05478518998
425	0.05478518549
426	0.05476692182
427	0.05474611417
428	0.05471793146
429	0.05470058361
430	0.05469176742
431	0.0546852547
432	0.05468082791
433	0.05466419798
434	0.05465514073
435	0.05463050162
436	0.05462036175
437	0.0545824557
438	0.05456494763
439	0.05455414684
440	0.05453893269
441	0.05453058135
442	0.05450717491
443	0.05449016466
444	0.05449015874
445	0.05449015273
446	0.0544770855
447	0.05445505061
448	0.05445034104
449	0.05442959291
450	0.05441580723
451	0.05440236998
452	0.05439275307
453	0.05437975901
454	0.05436070625
455	0.05436067734
456	0.05434089161
457	0.05433322388
458	0.05432128671
459	0.05430270534
460	0.05429562801
461	0.05428826168
462	0.05428290105
463	0.05427286326
464	0.05426545911
465	0.05425014027
466	0.05423780992
467	0.05423089241
468	0.05421919162
469	0.05420807232
470	0.05420805178
471	0.05419718476
472	0.05418671792
473	0.05417717296
474	0.05417716488
475	0.0541731661
476	0.05416885998
477	0.05415839801
478	0.05414922189
479	0.05414515056
480	0.05414125308
481	0.05413244658
482	0.05412843068
483	0.05412251116
484	0.05411405539
485	0.05411405187
486	0.0541139933
487	0.05411025701
488	0.05411025046
489	0.05411025046
490	0.0541102437
491	0.05410637218
492	0.05409441212
493	0.05409441212
494	0.05409103672
495	0.05409102156
496	0.05407921621
497	0.05407921621
498	0.05407548998
499	0.0540689519
500	0.05406435853
501	0.05406434589
502	0.05405883074
503	0.05404952772
504	0.05404952772
505	0.05404169129
506	0.05403688159
507	0.05403687686
508	0.05403687686
509	0.05402830825
510	0.05402307179
511	0.05401069077
512	0.0539989498
513	0.05399891178
514	0.05399890229
515	0.05399861412
516	0.05399739286
517	0.05398628574
518	0.05398628413
519	0.05398130082
520	0.05398129468
521	0.05397826525
522	0.05397098938
523	0.05397098938
524	0.05397096518
525	0.05397096357
526	0.05396398038
527	0.05396398038
528	0.05396398038
529	0.05396398038
530	0.05395727804
531	0.05395727478
532	0.05395727314
533	0.05395727151
534	0.05395496616
535	0.0539538237
536	0.05394738957
537	0.05394716949
538	0.05394716194
539	0.05394259504
540	0.05394258242
541	0.05394022382
542	0.05394022149
543	0.05394021425
544	0.05393420208
545	0.05393420208
546	0.05393420208
547	0.05393419644
548	0.05393144036
549	0.05393141517
550	0.0539314136
551	0.05392922167
552	0.0539292201
553	0.05392920752
554	0.05392919494
555	0.05392918236
556	0.05392908257
557	0.05392907324
558	0.05392906069
559	0.05392904814
560	0.05392903713
561	0.05392692186
562	0.05392692186
563	0.05392690008
564	0.05392688754
565	0.05392688754
566	0.05392686193
567	0.05392683635
568	0.05392681128
569	0.05392678621
570	0.05392677368
571	0.05392676116
572	0.05392673559
573	0.05392672307
574	0.0539267215
575	0.05392671831
576	0.05392671831
577	0.05392671287
578	0.05392645818
579	0.05392643654
580	0.05392643342
581	0.05392641178
582	0.05392500551
583	0.05392499933
584	0.0539249962
585	0.0539249962
586	0.0539249962
587	0.0539249962
588	0.0539249962
589	0.0539249962
590	0.0539249962
591	0.0539249962
592	0.0539249962
593	0.0539249962
594	0.0539249962
595	0.0539249962
596	0.0539249962
597	0.0539249962
598	0.0539249962
599	0.0539249962
600	0.0539249962
601	0.0539249962
602	0.0539249962
603	0.0539249962
604	0.0539249962
605	0.0539249962
606	0.05392498682
607	0.05392497745
608	0.05392495244
609	0.05392485324
610	0.05392485324
611	0.05392484088
612	0.05392483151
613	0.05392482527
614	0.0539248159
615	0.0539248159
616	0.05392480354
617	0.05392475364
618	0.05392450276
619	0.05392449339
620	0.05392446847
621	0.05392446847
622	0.05392446847
623	0.05392446847
624	0.05392446847
625	0.05392446847
626	0.05392446847
627	0.05392446847
628	0.05392432311
629	0.05392430181
630	0.05392427691
631	0.05392423434
632	0.05392421561
633	0.05392419071
634	0.05392398123
635	0.05392397889
636	0.05392397734
637	0.05392395617
638	0.05392395617
639	0.05392395617
640	0.05392395617
641	0.05392395617
642	0.05392394391
643	0.05392394236
644	0.05392394236
645	0.05392394236
646	0.05392394236
647	0.05392163478
648	0.05392161607
649	0.05392160987
650	0.05392160367
651	0.05392159747
652	0.0539215479
653	0.05392154171
654	0.053921523
655	0.05392148562
656	0.05392147942
657	0.05392147323
658	0.0539212365
659	0.05392123031
660	0.05392120557
661	0.05392119551
662	0.05392119551
663	0.05392119551
664	0.05392119551
665	0.05392119551
666	0.05392119551
667	0.05392119048
668	0.0539211843
669	0.05392116419
670	0.0539211611
671	0.05392115492
672	0.05392105674
673	0.05392105674
674	0.05392105674
675	0.05392105674
676	0.05392105674
677	0.05392105674
678	0.0539210447
679	0.05392100453
680	0.05392099835
681	0.05392099218
682	0.05392098601
683	0.0539208394
684	0.05392064171
685	0.0539206294
686	0.0539206294
687	0.0539206294
688	0.0539206294
689	0.0539206294
690	0.0539206294
691	0.0539206294
692	0.05392061073
693	0.05392061073
694	0.05392061073
695	0.05392061073
696	0.05392061073
697	0.05392061073
698	0.05392061073
699	0.05392061073
700	0.05392061073
701	0.05392061073
702	0.05392061073
703	0.05392061073
704	0.05392061073
705	0.05392061073
706	0.05392061073
707	0.05392061073
708	0.05392061073
709	0.05392061073
710	0.05392061073
711	0.05392061073
712	0.05392061073
713	0.05392061073
714	0.05392061073
715	0.05392061073
716	0.05392061073
717	0.05392061073
718	0.05392061073
719	0.05392061073
720	0.05392061073
721	0.05392061073
722	0.05392061073
723	0.05392061073
724	0.05392061073
725	0.05392061073
726	0.05392061073
727	0.05392061073
728	0.05392061073
729	0.05392061073
730	0.05392061073
731	0.05392061073
732	0.05392061073
733	0.05392061073
734	0.05392061073
735	0.05392061073
736	0.05392061073
737	0.05392061073
738	0.05392061073
739	0.05392061073
740	0.05392061073
741	0.05392061073
742	0.05392061073
743	0.05392061073
744	0.05392061073
745	0.05392061073
746	0.05392061073
747	0.05392061073
748	0.05392061073
749	0.05392061073
750	0.05392061073
751	0.05392061073
752	0.05392061073
753	0.05392061073
754	0.05392061073
755	0.05392061073
756	0.05392061073
757	0.05392061073
758	0.05392061073
759	0.05392061073
760	0.05392061073
761	0.05392061073
762	0.05392061073
763	0.05392061073
764	0.05392061073
765	0.05392061073
766	0.05392046902
767	0.05392046902
768	0.05392046902
769	0.05392046902
770	0.05392046902
771	0.05392046902
772	0.05392046902
773	0.05392046902
774	0.05392046902
775	0.05392046902
776	0.05392046902
777	0.05392046902
778	0.05392046902
779	0.05392046902
780	0.05392046902
781	0.05392046902
782	0.05392046902
783	0.05392046902
784	0.05392046902
785	0.05392046902
786	0.05392046902
787	0.05392046902
788	0.05392046902
789	0.05392046902
790	0.05392046902
791	0.05392046902
792	0.05392046902
793	0.05392046902
794	0.05392046902
795	0.05392046902
796	0.05392046902
797	0.05392046902
798	0.05392046902
799	0.05392046902
800	0.05392046902
801	0.05392046902
802	0.05392046902
803	0.05392046902
804	0.05392046902
805	0.05392046902
806	0.05392046902
807	0.05392046902
808	0.05392046902
809	0.05392046902
810	0.05392046902
811	0.05392046902
812	0.05392046902
813	0.05392046902
814	0.05392046902
815	0.05392046902
816	0.05392046902
817	0.05392046902
818	0.05392045671
819	0.05392044738
820	0.05392044505
821	0.05392044038
822	0.05392043105
823	0.05392039114
824	0.0539203712
825	0.05392033389
826	0.05392031396
827	0.05392027668
828	0.05392027668
829	0.05392027668
830	0.05392025676
831	0.05392021951
832	0.05392021643
833	0.05392017921
834	0.0539201699
835	0.0539201699
836	0.0539201606
837	0.0539201513
838	0.05392014201
839	0.05392013703
840	0.05392013703
841	0.05392013703
842	0.05392013703
843	0.05392013088
844	0.05392012158
845	0.0539200724
846	0.05392006626
847	0.05392005631
848	0.05391982327
849	0.05391981713
850	0.05391980784
851	0.05391977068
852	0.0539197584
853	0.05391973861
854	0.05391884315
855	0.05391883709
856	0.05391880001
857	0.05391877577
858	0.05391873627
859	0.05391873164
860	0.0539187119
861	0.05391869217
862	0.05391869217
863	0.05391869217
864	0.05391869217
865	0.05391869217
866	0.05391869217
867	0.05391869217
868	0.05391869217
869	0.05391869217
870	0.05391869217
871	0.05391869217
872	0.05391869217
873	0.05391869217
874	0.05391869217
875	0.05391869217
876	0.05391869217
877	0.05391869217
878	0.05391869217
879	0.05391869217
880	0.05391869217
881	0.05391869217
882	0.05391869217
883	0.05391869217
884	0.05391869217
885	0.05391869217
886	0.05391869217
887	0.05391869217
888	0.05391869217
889	0.05391869217
890	0.05391869217
891	0.05391869217
892	0.05391869217
893	0.05391869217
894	0.05391869217
895	0.05391869217
896	0.05391869217
897	0.05391869217
898	0.05391869217
899	0.05391869217
900	0.05391869217
901	0.05391869217
902	0.05391869217
903	0.05391869217
904	0.05391869217
905	0.05391869217
906	0.05391869217
907	0.05391869217
908	0.05391869217
909	0.05391869217
910	0.05391869217
911	0.05391869217
912	0.05391869217
913	0.05391869217
914	0.05391869217
915	0.05391869217
916	0.05391869217
917	0.05391869217
918	0.05391869217
919	0.05391869217
920	0.05391869217
921	0.05391869217
922	0.05391869217
923	0.05391869217
924	0.05391869217
925	0.05391869217
926	0.05391869217
927	0.05391869217
928	0.05391869217
929	0.05391869217
930	0.05391869217
931	0.05391869217
932	0.05391869217
933	0.05391869217
934	0.05391869217
935	0.05391869217
936	0.05391869217
937	0.05391869217
938	0.05391869217
939	0.05391869217
940	0.05391869217
941	0.05391869217
942	0.05391869217
943	0.05391869217
944	0.05391869217
945	0.05391869217
946	0.05391869217
947	0.05391869217
948	0.05391869217
949	0.05391869217
950	0.05391869217
951	0.05391869217
952	0.05391869217
953	0.05391869217
954	0.05391869217
955	0.05391869217
956	0.05391869217
957	0.05391869217
958	0.05391869217
959	0.05391869217
960	0.05391869217
961	0.05391869217
962	0.05391869217
963	0.05391869217
964	0.05391869217
965	0.05391869217
966	0.05391869217
967	0.05391869217
968	0.05391869217
969	0.05391869217
970	0.05391869217
971	0.05391243803
972	0.05391027916
973	0.05391027916
974	0.05391027916
975	0.05391027916
976	0.05391027916
977	0.05391027916
978	0.05391027916
979	0.05391027916
980	0.05391027916
981	0.05391026974
982	0.053910221
983	0.05391020882
984	0.05391019664
985	0.0539101936
986	0.05391019055
987	0.05391015291
988	0.05391014986
989	0.05391013769
990	0.05391013465
991	0.05391013161
992	0.05391012552
993	0.05391010671
994	0.05391009454
995	0.05391007574
996	0.05391006358
997	0.05391006358
998	0.05391006358
999	0.05391006358
