tweet_count,mean_hashtag_usage,mean_url_usage,mean_mention_usage,mean_replies_made,mean_retweets_made,mean_reply_received,mean_retweet_received,avg_tweets_per_day,avg_word_count
3195,0.36838810641627545,0.2976525821596244,1.1129890453834115,0.3392801251956182,0.28794992175273865,0.0,75.97026604068857,18.257142857142856,17.361189358372457
3201,0.3605123398937832,0.1633864417369572,0.7119650109340832,0.2808497344579819,0.17588253670727896,0.0,283.7850671665105,5.453151618398637,13.57825679475164
3209,0.04019943907759427,0.12371455282019321,0.9591773138049237,0.5185416017450919,0.06886880648177002,0.0,32.98971642256154,16.801047120418847,12.978186350888127
3234,0.2699443413729128,0.4616573902288188,0.6821273964131107,0.3469387755102041,0.08534322820037106,0.0,199.1533704390847,5.372093023255814,13.115337043908472
3235,0.05193199381761979,0.06398763523956723,0.7823802163833076,0.42874806800618237,0.1205564142194745,0.0,43.26306027820711,23.27338129496403,15.22967542503864
3216,0.08830845771144279,0.10509950248756218,1.205223880597015,0.7562189054726368,0.13774875621890548,0.0,64.5273631840796,67.0,13.997823383084578
3238,0.20074119827053738,0.3628783199505868,0.830142063001853,0.3449660284126004,0.22544780728844965,0.0,59.376775787523165,9.841945288753799,11.63526868437307
626,0.2507987220447284,0.14376996805111822,0.7140575079872205,0.5191693290734825,0.08626198083067092,0.0,15.73482428115016,3.13,13.276357827476039
3205,0.3291731669266771,0.15257410296411855,1.0829953198127924,0.4140405616224649,0.13697347893915757,0.0,72.30452418096723,8.260309278350515,12.56349453978159
3190,0.12539184952978055,0.3285266457680251,0.8454545454545455,0.19905956112852666,0.5128526645768025,0.0,485.0626959247649,12.811244979919678,15.56050156739812
3216,0.1265547263681592,0.201181592039801,0.9791666666666666,0.5509950248756219,0.27176616915422885,0.0,311.05099502487565,22.333333333333332,11.78544776119403
3222,0.04531346989447548,0.21353196772191185,0.10893854748603352,0.08504034761018,0.006828057107386716,0.0,8.62352576039727,27.07563025210084,2.5567970204841712
3197,0.6130747575852361,0.5955583359399437,0.9130434782608695,0.44260243978730057,0.08601814200813263,0.0,105.15921176102596,4.1251612903225805,14.251485767907413
3225,0.15565891472868218,0.12868217054263567,1.2288372093023257,0.4555038759689922,0.23534883720930233,0.0,180.10108527131783,43.58108108108108,13.157519379844961
3217,0.09201119055020206,0.0693192415293752,1.1467205470935655,0.5809760646565123,0.19583462853590303,0.0,68.84364314578801,29.513761467889907,16.100714951818464
3216,0.9281716417910447,0.3516791044776119,1.2664800995024876,0.36691542288557216,0.29322139303482586,0.0,250.94589552238807,4.743362831858407,15.855721393034825
3212,0.3757783312577833,0.1229763387297634,1.225093399750934,0.32036114570361146,0.49813200498132004,0.0,268.3704856787049,6.141491395793499,13.424968866749689
3209,0.2358990339669679,0.45372390152695546,1.083515113742599,0.26051729510751015,0.4870676223122468,0.0,102.3546276098473,26.30327868852459,14.312246805858523
3224,0.12437965260545905,0.22053349875930522,1.0759925558312655,0.4851116625310174,0.20471464019851116,0.0,115.52388337468983,10.012422360248447,12.709987593052109
1503,0.31137724550898205,0.027278775781769793,0.8423153692614771,0.5861610113107119,0.06121091151031271,0.0,543.8908848968729,1.9621409921671018,13.198270126413838
3201,0.2268041237113402,0.6576069978131833,1.0802874101843174,0.10340518587941268,0.7491408934707904,0.0,173.45548266166824,27.83478260869565,14.52889721961887
3231,0.32652429588362736,0.08108944599195296,0.8142989786443825,0.6199319096255029,0.03187867533271433,0.0,1.6109563602599815,201.9375,13.274837511606314
1259,0.007148530579825258,0.9912629070691025,0.015091342335186657,0.0007942811755361397,0.0023828435266084196,0.0,0.0,4.898832684824903,10.836378077839555
770,0.0,0.6233766233766234,0.12077922077922078,0.08441558441558442,0.0,0.0,0.0,2.558139534883721,13.50909090909091
3200,0.646875,0.17125,0.60375,0.114375,0.3390625,0.0,176.269375,3.7383177570093458,14.8775
3240,0.1515432098765432,0.19814814814814816,0.8966049382716049,0.5453703703703704,0.08549382716049382,0.0,8.774382716049383,8.0,11.996913580246913
901,0.041065482796892344,0.16315205327413984,0.19866814650388456,0.11764705882352941,0.042175360710321866,0.0,79.02885682574917,1.460291734197731,11.831298557158712
3208,0.6091022443890274,0.08634663341645886,0.48223192019950123,0.24064837905236908,0.03428927680798005,0.0,25.977244389027433,8.837465564738292,17.059538653366584
3237,0.04788384306456596,0.06363917207290701,0.7914735866543096,0.48841519925857274,0.14828544949026876,0.0,123.36607970342911,16.685567010309278,11.419524250849552
1100,0.07090909090909091,0.8463636363636363,0.06636363636363636,0.03909090909090909,0.0036363636363636364,0.0,0.0,2.5522041763341066,17.771818181818183
3229,0.7290182719108083,0.22143078352431092,0.9972127593682255,0.20222979250541964,0.3353979560235367,0.0,118.95199752245277,17.83977900552486,14.283988851037472
3190,0.5191222570532915,0.29341692789968654,1.0463949843260187,0.2006269592476489,0.506896551724138,0.0,46.331347962382445,113.92857142857143,15.599686520376176
3200,0.0009375,0.9928125,0.00125,0.0,0.0,0.0,0.0,18.823529411764707,13.660625
3226,0.20489770613763175,0.08338499690018598,0.9051456912585245,0.5145691258524488,0.10911345319280844,0.0,111.9609423434594,9.658682634730539,14.324240545567266
556,0.048561151079136694,0.18345323741007194,0.35251798561151076,0.22302158273381295,0.01079136690647482,1.910071942446043,14.879496402877697,2.2063492063492065,11.127697841726619
3231,0.07923243577839678,0.2893840916125039,0.6270504487774683,0.32002476013618075,0.11884865366759517,0.0,26.74373259052925,15.916256157635468,11.173939956669761
1909,0.07752750130958617,0.08119434258774227,0.3672079622839183,0.20848611838658984,0.026191723415400735,0.0,12.495023572551073,2.201845444059977,11.859612362493452
3211,0.3758953597010277,0.4319526627218935,0.6001245717844909,0.08439738399252569,0.4039240112114606,0.0,32.099345998131426,7.103982300884955,14.205232014948614
3176,0.22229219143576825,0.23866498740554157,1.0380982367758187,0.4209697732997481,0.27455919395465994,0.0,313.6278337531486,7.900497512437811,13.024244332493703
1670,0.255688622754491,0.14191616766467066,0.9401197604790419,0.4874251497005988,0.11616766467065869,0.0,30.965868263473055,3.019891500904159,13.774251497005988
3239,0.02686014201914171,0.14572398888545848,0.9348564371719666,0.584748379129361,0.13059586292065453,0.0,103.72892868169188,5.215780998389694,12.674282185859834
484,0.6756198347107438,0.2396694214876033,0.6652892561983471,0.1487603305785124,0.3037190082644628,0.0,70.20867768595042,1.8473282442748091,14.016528925619834
3226,0.19249845009299443,0.3295102293862368,1.1599504029758214,0.41599504029758216,0.38654680719156853,0.0,67.5154990700558,37.95294117647059,14.565716057036578
3210,0.18286604361370717,0.2738317757009346,0.9691588785046729,0.4897196261682243,0.16822429906542055,0.0,43.51401869158879,6.407185628742515,11.243302180685358
3201,0.35020306154326775,0.5907528897219619,0.5179631365198375,0.04373633239612621,0.21868166198063105,0.0,42.93908153701968,5.509466437177281,13.634489222118088
3217,0.5781784271059994,0.2825613926018029,1.0655890581286913,0.4022381100404103,0.21262045383898043,0.0,63.959589679825925,14.55656108597285,12.42088902704383
3229,0.11799318674512232,0.10529575720037163,1.025704552493032,0.5602353669866832,0.24310932177144626,0.0,114.4233508826262,57.660714285714285,13.574481263549087
3201,0.4401749453295845,0.746954076850984,0.7147766323024055,0.22805373320837238,0.06904092471102781,0.0,13.353951890034365,3.8989037758830696,14.143080287410184
3229,0.11768349334159182,0.15113038092288633,0.8708578507277795,0.419634561783834,0.31310003096934036,0.0,148.55156395168783,44.23287671232877,14.248064416227935
1577,0.5440710209258085,0.15409004438807863,0.9143944197844007,0.15472415979708307,0.3918833227647432,0.0,144.14457831325302,6.8268398268398265,13.866835764109068
3089,0.4651990935577857,0.2942699902881191,1.1880867594690838,0.16380705730009712,0.6785367432826157,0.0,1389.6451926189704,6.643010752688172,10.259307219164779
3246,0.1478743068391867,0.08595194085027727,1.4078866296980899,0.7535428219346888,0.0680837954405422,0.0,30.22181146025878,63.64705882352941,10.778496611213802
3217,0.23344731115946535,0.31115946534037925,1.302455704072117,0.4283493938451974,0.4479328566987877,0.0,302.05968293441094,16.165829145728644,14.11128380478707
3232,0.32271039603960394,0.1967821782178218,1.0550742574257426,0.42048267326732675,0.3041460396039604,0.0,183.36850247524754,20.455696202531644,13.500309405940595
3245,0.06656394453004623,0.9214175654853621,0.23420647149460708,0.040061633281972264,0.0773497688751926,0.0,86.695531587057,4.576868829337094,16.17473035439137
3240,0.27685185185185185,0.3351851851851852,1.0712962962962962,0.14938271604938272,0.7466049382716049,0.0,603.8697530864198,17.142857142857142,14.49783950617284
3196,0.4283479349186483,0.5409887359198998,0.7243429286608261,0.0688360450563204,0.23685857321652065,0.0,45.91770963704631,31.96,8.893929912390488
3203,0.13362472681860754,0.2553855760224789,0.7745863253200125,0.3231345613487356,0.23103340618170465,0.0,183.28879175772713,4.181462140992167,13.239775210739932
594,0.14309764309764308,0.30808080808080807,0.6717171717171717,0.2727272727272727,0.18855218855218855,0.0,5823.1430976430975,1.5755968169761274,11.102693602693602
3201,0.16276163698844112,0.22399250234301782,0.9553264604810997,0.5332708528584817,0.1733833177132146,0.0,139.91190253045923,5.273476112026359,14.77007185254608
1408,0.44886363636363635,0.07741477272727272,0.6946022727272727,0.22230113636363635,0.07457386363636363,0.0,2410.5390625,1.8005115089514065,14.946732954545455
3199,0.0665833072835261,0.9940606439512347,0.13785557986870897,0.0,0.13191622381994372,0.0,0.0,6.0702087286527515,11.38824632697718
3248,0.12315270935960591,0.1188423645320197,0.9211822660098522,0.5431034482758621,0.06619458128078817,0.0,5.6388546798029555,3.712,15.058805418719212
